id,rri_vel_min,rri_vel_max,rri_vel_mean,rri_vel_median,rri_vel_std,rri_vel_skew,rri_vel_kurtosis,rri_acc_min,rri_acc_max,rri_acc_mean,rri_acc_median,rri_acc_std,rri_acc_skew,rri_acc_kurtosis,nni_vel_min,nni_vel_max,nni_vel_mean,nni_vel_median,nni_vel_std,nni_vel_skew,nni_vel_kurtosis,nni_acc_min,nni_acc_max,nni_acc_mean,nni_acc_median,nni_acc_std,nni_acc_skew,nni_acc_kurtosis
15,-92,49,-1.6296296296296295,0.0,24.336026077446682,-1.794042869661574,7.806821571612718,-93,107,-1.9230769230769231,-2.0,36.230289070801604,0.4643720070956533,3.5582565661314294,-47.0,49.0,-1.6296296296296295,0.0,19.28909247007459,0.06195696853634516,2.8826566895142056,-48.0,53.0,-1.9230769230769231,-1.0,23.331820463775355,-0.1328374834524536,1.2929445501872139
16,-37,32,1.0625,-1.0,20.795732735347414,-0.13406952983834974,-1.0377508514112206,-58,64,-1.0666666666666667,-2.0,37.23567158109597,0.10309116520097866,-0.9730685998731352,-37.0,32.0,1.0625,-1.0,20.795732735347414,-0.13406952983834974,-1.0377508514112206,-58.0,64.0,-1.0666666666666667,-2.0,37.23567158109597,0.10309116520097866,-0.9730685998731352
17,-20,21,0.4418604651162791,1.0,5.7747493269916275,-0.09405211553583044,6.504951794790674,-21,16,0.023809523809523808,2.0,8.283065578484095,-0.37619308516366995,0.41464518818800267,-20.0,21.0,0.4418604651162791,1.0,5.7747493269916275,-0.09405211553583044,6.504951794790674,-21.0,16.0,0.023809523809523808,2.0,8.283065578484095,-0.37619308516366995,0.41464518818800267
18,-100,125,1.6923076923076923,-1.0,61.74189451629694,0.56729960244373,0.49767539470923206,-149,225,3.2,1.0,108.73093702652741,0.8267894562167463,0.2857230145193008,-26.0,34.0,1.6923076923076923,0.0,13.505611369410067,-0.2653134109463143,0.8643240237013372,-50.0,24.0,-0.82,1.0,19.82153710823995,-1.2222586322667857,1.0009710519124608
19,-17,23,-0.25,-0.5,12.548994889124495,0.2878485158344196,-0.6655762535955008,-17,29,3.6363636363636362,3.0,14.698794013610282,0.1000444071382328,-0.7103820724956762,-17.0,23.0,-0.25,-0.5,12.548994889124495,0.2878485158344196,-0.6655762535955008,-17.0,29.0,3.6363636363636362,3.0,14.698794013610282,0.1000444071382328,-0.7103820724956762
20,-40,75,-1.0909090909090908,-4.0,20.497505391455014,1.657074845239987,5.134494413509856,-84,103,-0.5,-0.5,34.33985740290156,0.2139641886173431,2.387425315441105,-40.0,33.0,-1.0909090909090908,-4.0,17.603912271785706,0.415673751047291,0.10508664487321662,-70.0,61.0,-0.5,-0.5,26.856848709047103,-0.11045376558110719,0.6864667686829846
21,-24,21,0.05714285714285714,1.0,12.574350309828562,-0.06639292307577178,-1.0758035070016536,-36,32,-0.29411764705882354,-1.0,19.949222528732573,0.02398730221987964,-1.1583563574534343,-24.0,21.0,0.05714285714285714,1.0,12.574350309828562,-0.06639292307577178,-1.0758035070016536,-36.0,32.0,-0.29411764705882354,-1.0,19.949222528732573,0.02398730221987964,-1.1583563574534343
22,-54,66,-0.06896551724137931,1.0,17.810372247819846,0.6088799578092386,9.413367720388495,-120,65,0.0,-0.5,30.35347316755256,-1.7845985176193973,9.692925008856573,-54.0,66.0,-0.06896551724137931,1.0,17.810372247819846,0.6088799578092386,9.413367720388495,-120.0,65.0,0.0,-0.5,30.35347316755256,-1.7845985176193973,9.692925008856573
23,-12,15,-0.26,0.5,6.26232661986562,-0.07074316886390293,-0.20238841017934295,-18,18,-0.24489795918367346,0.0,7.50425049623239,-0.3049548557415558,0.23789317842637026,-12.0,15.0,-0.26,0.5,6.26232661986562,-0.07074316886390293,-0.20238841017934295,-18.0,18.0,-0.24489795918367346,0.0,7.50425049623239,-0.3049548557415558,0.23789317842637026
24,-22,6,-2.15625,-1.0,6.797102679723889,-1.249714571423334,1.6711289122421236,-12,18,0.3548387096774194,0.0,5.492712669812455,0.6218688995989066,2.8723011181768516,-22.0,6.0,-2.15625,-1.0,6.797102679723889,-1.249714571423334,1.6711289122421236,-12.0,18.0,0.3548387096774194,0.0,5.492712669812455,0.6218688995989066,2.8723011181768516
25,-164,168,2.5384615384615383,0.0,75.65195609856008,0.04972137934779948,1.6990926061582026,-164,181,-2.64,-2.0,105.96968119860195,0.15041302075051036,-0.6640958403571369,-85.0,86.0,2.5384615384615383,0.0,54.60419820433646,0.016670825146576355,-0.7833288728232679,-147.0,171.0,-2.64,0.0,70.11412125955798,0.8126506398030823,1.9762102145011262
26,-11,12,0.12,1.0,6.906036007242746,0.025422565913558067,-0.9339029460305541,-21,22,0.4583333333333333,3.5,12.363969978254897,0.03473764256191848,-0.8186961773802341,-11.0,12.0,0.12,1.0,6.906036007242746,0.025422565913558067,-0.9339029460305541,-21.0,22.0,0.4583333333333333,3.5,12.363969978254897,0.03473764256191848,-0.8186961773802341
27,-25,19,-0.3076923076923077,3.0,14.608954050907906,-0.36936562099364123,-1.3228727478503468,-34,44,0.32,-6.0,22.872326801909185,0.4615924184174467,-0.7387928774362513,-25.0,19.0,-0.3076923076923077,3.0,14.608954050907906,-0.36936562099364123,-1.3228727478503468,-34.0,44.0,0.32,-6.0,22.872326801909185,0.4615924184174467,-0.7387928774362513
28,-26,27,-0.7037037037037037,-2.0,12.769599761256345,0.2654944377919928,0.046445940058109425,-40,34,0.038461538461538464,3.0,18.003290297566764,-0.45103717104967095,0.2218605027012419,-26.0,27.0,-0.7037037037037037,-2.0,12.769599761256345,0.2654944377919928,0.046445940058109425,-40.0,34.0,0.038461538461538464,3.0,18.003290297566764,-0.45103717104967095,0.2218605027012419
29,-56,78,2.0,0.0,35.42315626818141,0.7284628608293545,0.7195537041581082,-124,102,-6.466666666666667,-3.0,55.03747640947766,-0.19873548065857882,0.7907694521667974,-41.0,39.5,2.0,1.0,23.33738060137284,-0.004689104729482785,-0.2545478911056569,-50.0,40.0,-3.9,-2.0,28.998891604434025,-0.021838888521150544,-0.874239225316666
30,-293,284,-0.7666666666666667,9.0,133.89102190634904,-0.22508499834912366,0.004666607120625166,-525,332,-3.413793103448276,45.0,217.80455151373332,-0.8736420994805623,0.30748959619601646,-87.0,83.5,-0.7666666666666667,2.0,45.61679464871451,-0.2285213894357245,-0.4895764905198696,-130.5,120.0,-0.13793103448275862,0.0,59.48182443758468,-0.24601060095884103,0.3303241357206206
31,-6,7,-0.1935483870967742,0.0,3.553583682600891,0.03191696851939542,-0.7321251599241543,-8,13,-0.26666666666666666,-2.5,5.686847095276739,0.7313997643626605,-0.3550171286551498,-6.0,7.0,-0.1935483870967742,0.0,3.553583682600891,0.03191696851939542,-0.7321251599241543,-8.0,13.0,-0.26666666666666666,-2.5,5.686847095276739,0.7313997643626605,-0.3550171286551498
32,-8,5,-0.28125,-0.5,2.953776969762066,-0.4113367813258141,0.273313783964777,-10,6,-0.12903225806451613,0.0,3.5753035813654663,-0.8790541135703861,0.9464442842748673,-8.0,5.0,-0.28125,-0.5,2.953776969762066,-0.4113367813258141,0.273313783964777,-10.0,6.0,-0.12903225806451613,0.0,3.5753035813654663,-0.8790541135703861,0.9464442842748673
33,-252,365,5.271186440677966,1.0,105.56283151206182,0.8025733437062881,3.3220863823864177,-513,596,6.293103448275862,4.5,176.42174435547255,0.38625898453902063,3.3107540893889786,-119.0,63.0,-0.9152542372881356,3.0,39.50012576828219,-1.1155045565588702,1.355258365443714,-167.0,123.0,0.0,0.0,48.790457795862345,-0.28581386308473433,2.5098869800326145
34,-2,1,0.0,0.0,0.816496580927726,-0.29750887564168155,-0.6882043987307149,-2,2,-0.07692307692307693,0.0,1.3255508365366133,0.07653026948414855,-0.7904466508599102,-2.0,1.0,0.0,0.0,0.816496580927726,-0.29750887564168155,-0.6882043987307149,-2.0,2.0,-0.07692307692307693,0.0,1.3255508365366133,0.07653026948414855,-0.7904466508599102
35,-238,152,-3.375,1.0,145.10524545330716,-0.6496148740418681,-1.128654177975378,-334,380,4.258064516129032,-45.0,250.1367582932632,0.4216263910623264,-1.1847829159782504,-71.0,119.5,-3.375,-2.0,58.79968729344104,0.9410161945007158,0.018128335452192612,-162.5,190.5,-1.6129032258064515,0.0,66.91284252386573,0.50164923037462,2.1132248219830263
36,-26,46,-0.42857142857142855,-1.0,15.84165342359431,1.7782287247199138,4.266300457870964,-46,46,-0.08823529411764706,1.0,21.852629891046988,-0.06933249574628872,0.7631507645901938,-26.0,46.0,-0.42857142857142855,-1.0,15.84165342359431,1.7782287247199138,4.266300457870964,-46.0,46.0,-0.08823529411764706,1.0,21.852629891046988,-0.06933249574628872,0.7631507645901938
37,-66,55,-1.2592592592592593,-5.0,27.508869328598216,0.14555398398378586,0.7115555381815089,-61,52,-1.1923076923076923,-0.5,30.91668705507656,0.10988874992704661,-0.5001355219637578,-66.0,55.0,-1.2592592592592593,-5.0,27.508869328598216,0.14555398398378586,0.7115555381815089,-61.0,52.0,-1.1923076923076923,-0.5,30.91668705507656,0.10988874992704661,-0.5001355219637578
38,-28,63,-0.20987654320987653,-1.0,11.399250029478601,2.1418017147755983,11.652533468791127,-57,59,0.0875,2.0,14.437288000525808,-0.02801489254771689,5.372738207457347,-28.0,34.5,-0.20987654320987653,-1.0,10.470752180935614,0.8750460313356291,2.987791520002233,-30.0,30.5,0.0875,2.0,12.024177910792059,-0.13278446875438787,0.6564432153363273
39,-10,9,0.03333333333333333,0.0,5.068382951901566,-0.45841975645192024,-0.09549739157047554,-18,14,-0.06896551724137931,1.0,7.629505855945806,-0.292359435325319,-0.40060030760293097,-10.0,9.0,0.03333333333333333,0.0,5.068382951901566,-0.45841975645192024,-0.09549739157047554,-18.0,14.0,-0.06896551724137931,1.0,7.629505855945806,-0.292359435325319,-0.40060030760293097
40,-145,287,-0.9636363636363636,-3.0,116.27966983166758,1.120687194691144,0.913901332580831,-432,432,-0.6666666666666666,-0.5,212.28825188123918,-0.014497188656066133,0.19786761977358092,-113.5,71.5,-0.9636363636363636,1.0,53.24131424079933,-0.28876120125603755,-0.8210007979713576,-172.5,143.5,-0.6666666666666666,0.0,69.22597669268815,-0.474425984215196,0.9372776946440848
41,-9,6,-0.25,0.0,3.6518097274795527,-0.44376941168855444,-0.11021042076240839,-12,9,0.02857142857142857,0.0,5.061304843880586,-0.5273026959839886,0.1492816571786002,-9.0,6.0,-0.25,0.0,3.6518097274795527,-0.44376941168855444,-0.11021042076240839,-12.0,9.0,0.02857142857142857,0.0,5.061304843880586,-0.5273026959839886,0.1492816571786002
42,-12,14,0.3076923076923077,-0.5,7.360569195643855,0.1838835713082916,-1.13137698115362,-24,25,0.11764705882352941,1.0,14.073588112238513,0.02811335336473633,-1.2436681477065128,-12.0,14.0,0.3076923076923077,-0.5,7.360569195643855,0.1838835713082916,-1.13137698115362,-24.0,25.0,0.11764705882352941,1.0,14.073588112238513,0.02811335336473633,-1.2436681477065128
43,-138,183,3.3636363636363638,7.0,72.90654042240405,0.31137732163203435,0.8979232407618558,-291,263,0.3125,1.5,123.38150577676517,-0.2556860789332911,0.4383107879810537,-69.0,59.0,3.3636363636363638,11.0,43.45926122662046,-0.49895433739169814,-0.9124207338625507,-105.0,128.0,2.28125,0.0,56.172249132295256,0.2793798632054254,0.39308432620144096
44,-14,17,-0.017857142857142856,0.5,7.9692387486990395,0.07265129695899537,-0.8255228970937085,-26,19,0.05454545454545454,1.0,11.03599864050671,-0.3827597691939682,-0.8207140672586046,-14.0,17.0,-0.017857142857142856,0.5,7.9692387486990395,0.07265129695899537,-0.8255228970937085,-26.0,19.0,0.05454545454545454,1.0,11.03599864050671,-0.3827597691939682,-0.8207140672586046
45,-13,16,0.28125,1.0,6.882583793708534,-0.10646049643562823,-0.3387527916776305,-23,18,-0.41935483870967744,0.0,10.629437719680151,-0.31457016084572487,-0.6816159082057509,-13.0,16.0,0.28125,1.0,6.882583793708534,-0.10646049643562823,-0.3387527916776305,-23.0,18.0,-0.41935483870967744,0.0,10.629437719680151,-0.31457016084572487,-0.6816159082057509
46,-26,63,1.1627906976744187,0.0,13.31653149563343,2.236765958486634,10.743904109045236,-67,51,0.0,1.5,19.622038381470524,-0.730425649883781,3.0437753901878257,-26.0,29.5,1.1627906976744187,0.0,11.130567590366672,0.3751163325798292,1.5354913799530325,-39.0,30.0,0.0,0.5,15.239150478851279,-0.4156720586154604,0.1616818143731753
47,-174,230,-21.4,-45.0,140.17386029895556,0.9254473437543642,-0.06276251357659568,-404,312,8.222222222222221,59.0,226.0352725670143,-0.5771610431773729,-0.2125045309225868,-115.0,103.5,-21.4,-12.0,88.35370834196931,0.21014059859287249,-1.530981238579638,-114.0,139.5,-0.3888888888888889,0.0,88.01874011317767,0.4845502774355354,-0.40844830476897
48,-19,34,-0.05128205128205128,0.0,7.532207050389182,1.8316136392811428,11.761948127741462,-33,33,-0.15789473684210525,0.0,10.522887066049718,-0.04517563513290564,4.112391371721157,-19.0,34.0,-0.05128205128205128,0.0,7.532207050389182,1.8316136392811428,11.761948127741462,-33.0,33.0,-0.15789473684210525,0.0,10.522887066049718,-0.04517563513290564,4.112391371721157
49,-92,113,-0.8902439024390244,-5.5,65.32615344099611,0.18558832726114394,-1.4550717332783554,-186,185,0.24691358024691357,11.0,122.33811046278643,0.04018899299252147,-1.4068872346747068,-61.5,92.5,-0.8902439024390244,0.0,32.51020963949594,0.13544690827277128,0.6180649737661503,-154.0,149.0,0.24691358024691357,0.0,47.17587594952466,-0.27824118339536263,1.7125307628000268
50,-10,9,0.058823529411764705,0.5,4.618416208067949,-0.34390852790550047,-0.40438978991108376,-13,10,0.21212121212121213,1.0,6.132686889516575,-0.2834353731720248,-0.8131494641719139,-10.0,9.0,0.058823529411764705,0.5,4.618416208067949,-0.34390852790550047,-0.40438978991108376,-13.0,10.0,0.21212121212121213,1.0,6.132686889516575,-0.2834353731720248,-0.8131494641719139
51,-7,7,0.36,1.0,3.695492750184564,-0.6713838991809599,-0.3187041699071629,-11,12,-0.041666666666666664,0.0,5.879065044469354,0.14340589693773545,-0.41641972277543804,-7.0,7.0,0.36,1.0,3.695492750184564,-0.6713838991809599,-0.3187041699071629,-11.0,12.0,-0.041666666666666664,0.0,5.879065044469354,0.14340589693773545,-0.41641972277543804
52,-13,12,0.2692307692307692,0.0,6.109387480313832,-0.24802683368223283,0.620554016455237,-14,19,-0.48,0.0,8.337265738837884,0.31455686151371043,-0.1555662309214001,-13.0,12.0,0.2692307692307692,0.0,6.109387480313832,-0.24802683368223283,0.620554016455237,-14.0,19.0,-0.48,0.0,8.337265738837884,0.31455686151371043,-0.1555662309214001
53,-60,91,0.6333333333333333,4.5,29.866927082198018,0.3868830088558461,2.14911798433856,-91,151,0.9655172413793104,-4.0,48.265251296959185,0.869084962841366,2.507421067564588,-60.0,45.5,0.6333333333333333,5.0,27.37256786025688,-0.5013807240859239,0.012792156807555521,-80.5,105.5,0.9655172413793104,0.0,42.481283911372316,0.2982160732336221,0.7504178822121843
54,-10,9,0.045454545454545456,-0.5,5.736078573607355,-0.09081803974543258,-0.9366460576980971,-14,18,0.5714285714285714,-2.0,10.117170694277272,0.2594988252932781,-1.1248814911699316,-10.0,9.0,0.045454545454545456,-0.5,5.736078573607355,-0.09081803974543258,-0.9366460576980971,-14.0,18.0,0.5714285714285714,-2.0,10.117170694277272,0.2594988252932781,-1.1248814911699316
55,-12,18,-0.4117647058823529,-3.0,8.389419106301489,0.6455458017657586,-0.2505802511419257,-21,28,1.1875,-2.5,14.19492280124599,0.3762556874811327,-0.6153117564317143,-12.0,18.0,-0.4117647058823529,-3.0,8.389419106301489,0.6455458017657586,-0.2505802511419257,-21.0,28.0,1.1875,-2.5,14.19492280124599,0.3762556874811327,-0.6153117564317143
56,-8,10,0.13953488372093023,0.0,4.301613182166924,0.7524743339183834,0.6111088450150586,-13,18,0.21428571428571427,-1.0,6.94415252967565,0.6729940472272781,0.7325850624215815,-8.0,10.0,0.13953488372093023,0.0,4.301613182166924,0.7524743339183834,0.6111088450150586,-13.0,18.0,0.21428571428571427,-1.0,6.94415252967565,0.6729940472272781,0.7325850624215815
57,-6,5,-0.3684210526315789,0.0,3.0880856716128333,-0.10473761981805962,-0.6690882816371517,-7,7,-0.10810810810810811,-1.0,3.828139842619997,0.04352399126164492,-1.1144359835105773,-6.0,5.0,-0.3684210526315789,0.0,3.0880856716128333,-0.10473761981805962,-0.6690882816371517,-7.0,7.0,-0.10810810810810811,-1.0,3.828139842619997,0.04352399126164492,-1.1144359835105773
58,-127,117,0.034482758620689655,1.0,94.89260198419078,-0.044137291818235155,-1.727023800928358,-230,233,1.6785714285714286,-11.0,186.32211327209632,0.0806205878645086,-1.7715205762321093,-46.0,23.0,0.034482758620689655,-0.5,12.820833376692269,-1.1535532615615727,5.5694811591794,-31.5,69.0,1.6785714285714286,0.0,17.35960310910996,2.0816849631922545,8.373617359430746
59,-22,9,-0.3225806451612903,2.0,6.33186174187968,-1.483479084862595,3.52712553372229,-22,19,0.3333333333333333,0.0,8.872014634690416,-0.07363230142265625,0.5872140450799681,-22.0,9.0,-0.3225806451612903,2.0,6.33186174187968,-1.483479084862595,3.52712553372229,-22.0,19.0,0.3333333333333333,0.0,8.872014634690416,-0.07363230142265625,0.5872140450799681
60,-148,126,2.225806451612903,-8.0,75.33954679866316,-0.16275762092387192,-0.6883057589434838,-232,245,-1.1666666666666667,7.0,132.86915610358244,0.11632004403664131,-0.8875826942691423,-54.0,59.0,2.225806451612903,2.5,36.26541941245531,0.011065886019759153,-1.3491182083222182,-109.0,81.5,2.0,0.0,47.65953246185656,-0.5773644293479386,0.3882733939076082
61,-36,37,1.8333333333333333,3.0,20.56308779610069,-0.10667397808142791,-0.8818490875959228,-52,62,-0.391304347826087,0.0,35.11117295681194,0.18567436312667596,-1.1044538138484024,-36.0,37.0,1.8333333333333333,3.0,20.56308779610069,-0.10667397808142791,-0.8818490875959228,-52.0,62.0,-0.391304347826087,0.0,35.11117295681194,0.18567436312667596,-1.1044538138484024
62,-74,81,-1.6363636363636365,0.0,25.13068117587815,0.3246135945504727,5.048305608883297,-155,124,-1.125,1.0,44.520926576451735,-0.7312463273908865,5.938314586106362,-42.0,50.0,-1.6363636363636365,0.0,16.005015194108264,-0.2452707806699599,4.9140285700907445,-92.0,46.5,-1.125,1.0,23.866564545945998,-1.6116718257779794,6.614143465145466
63,-209,159,0.2857142857142857,-1.0,64.31566062539258,-0.2299581045040181,3.9381407456988677,-309,238,-0.7647058823529411,0.0,108.94954596079045,-0.10589969982138042,2.0460684755299936,-54.5,54.0,0.2857142857142857,0.0,20.611349569895637,-0.10960951438923831,3.6716080062197545,-55.0,60.0,-0.7647058823529411,0.0,22.20504832516684,0.0342527048467333,2.374846973815511
64,-82,39,-0.5,1.0,17.07005543203742,-1.8592349232844678,9.073855019691592,-75,82,-0.41509433962264153,-5.0,21.793112851985846,0.4701738376772533,5.054111631080406,-41.0,39.0,-0.5,1.0,15.098106841212882,-0.3614990082318012,1.0882364543158025,-34.0,61.0,-0.41509433962264153,-5.0,17.987638877706413,0.9748307488464806,1.8309023778644913
65,-16,9,-1.0256410256410255,-1.0,4.776517006130256,-0.5025281889700218,1.7548050569217457,-24,16,-0.02631578947368421,0.0,7.716205628609648,-0.7947796869568848,2.1996721549724434,-16.0,9.0,-1.0256410256410255,-1.0,4.776517006130256,-0.5025281889700218,1.7548050569217457,-24.0,16.0,-0.02631578947368421,0.0,7.716205628609648,-0.7947796869568848,2.1996721549724434
66,-6,9,-0.125,-1.0,4.06201920231798,0.7155911194059507,-0.5770721677284523,-15,10,-0.0967741935483871,1.0,7.034935861871462,-0.49349488987482576,-0.8622625985219083,-6.0,9.0,-0.125,-1.0,4.06201920231798,0.7155911194059507,-0.5770721677284523,-15.0,10.0,-0.0967741935483871,1.0,7.034935861871462,-0.49349488987482576,-0.8622625985219083
67,-8,3,-0.8666666666666667,-0.5,2.991174758649452,-0.8916137503171548,-0.049377344821709634,-11,8,-0.034482758620689655,0.0,4.99630405271658,0.045921134025083084,-0.5423691710697729,-8.0,3.0,-0.8666666666666667,-0.5,2.991174758649452,-0.8916137503171548,-0.049377344821709634,-11.0,8.0,-0.034482758620689655,0.0,4.99630405271658,0.045921134025083084,-0.5423691710697729
68,-27,25,0.41379310344827586,3.0,14.201401443366956,-0.035574424224637205,-0.8311270134256925,-30,41,0.0,-1.5,18.961950204437187,0.4132475698795293,-0.6545085412951401,-27.0,25.0,0.41379310344827586,3.0,14.201401443366956,-0.035574424224637205,-0.8311270134256925,-30.0,41.0,0.0,-1.5,18.961950204437187,0.4132475698795293,-0.6545085412951401
69,-48,15,-7.0,-2.0,17.315696155030363,-1.0311669850247116,1.270940012462216,-49,48,-3.0833333333333335,-9.5,27.26789098533069,0.32747507507728585,-0.2375273693362927,-48.0,15.0,-7.0,-2.0,17.315696155030363,-1.0311669850247116,1.270940012462216,-49.0,48.0,-3.0833333333333335,-9.5,27.26789098533069,0.32747507507728585,-0.2375273693362927
70,-34,26,-0.6176470588235294,-3.5,14.842638632285954,0.009215808090244923,-0.7194510716497837,-48,41,-0.09090909090909091,0.0,20.32296059319919,-0.19269828632820682,0.38109328300184364,-34.0,26.0,-0.6176470588235294,-3.5,14.842638632285954,0.009215808090244923,-0.7194510716497837,-48.0,41.0,-0.09090909090909091,0.0,20.32296059319919,-0.19269828632820682,0.38109328300184364
