id,nni_counter,nni_mean,nni_min,nni_max,hr_mean,hr_min,hr_max,hr_std,nni_diff_mean,nni_diff_min,nni_diff_max,sdnn,rmssd,sdsd,nn50,pnn50,nn20,pnn20,sd1,sd2,sd_ratio
10,24.0,309.875,220.0,379.0,197.51053309300008,158.31134564643799,272.72727272727275,30.01504241358974,53.69565217391305,0.0,159.0,42.568933865376316,74.40167132297617,52.65879429497784,11.0,47.82608695652174,13.0,56.52173913043478,52.598921118550884,28.627785358248698,0.5442656379534007
11,27.0,273.48148148148147,220.0,470.0,224.74852645143415,127.65957446808511,272.72727272727275,30.280719261882172,39.46153846153846,0.0,228.0,51.387944089258895,71.49932759231969,60.80409905210719,6.0,23.076923076923077,12.0,46.15384615384615,50.556225656814235,51.404533219386,1.0167794876209757
12,23.0,324.0869565217391,308.0,341.0,185.25612532444538,175.95307917888562,194.80519480519482,4.840800584651443,5.045454545454546,1.0,11.0,8.447232163572659,5.8504079111864264,3.0312228041355995,0.0,0.0,0.0,0.0,4.133740426944509,10.367473372631899,2.508012671781404
13,35.0,266.25714285714287,244.0,277.0,225.56358650605154,216.60649819494586,245.9016393442623,7.212504373505836,4.735294117647059,0.0,17.0,8.272359565027939,6.060964784392585,3.8400506903962657,0.0,0.0,0.0,0.0,4.258971804373659,10.183799638961148,2.3911404223205035
14,28.0,274.85714285714283,259.0,304.0,218.5216206675862,197.3684210526316,231.66023166023166,7.077223525877255,6.222222222222222,0.0,45.0,9.131606834848037,10.327955589886445,8.400244196694675,0.0,0.0,1.0,3.7037037037037033,7.227443506755832,8.79705649736505,1.2171740241403515
15,21.0,339.0952380952381,243.0,1357.0,205.0653312910387,44.21518054532056,246.91358024691357,44.33337634280641,115.25,0.0,1080.0,240.4098385594701,309.24706950915476,294.42394693080894,4.0,20.0,6.0,30.0,218.67069705381192,259.5737154451506,1.1870530388498874
16,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
17,16.0,480.25,154.0,1084.0,165.8468159398365,55.35055350553505,389.61038961038963,97.64436798293951,302.0,1.0,729.0,249.54665562442094,374.5432774282121,229.31263749363163,12.0,80.0,13.0,86.66666666666667,264.762182596634,224.71277469496724,0.8487344094655612
18,25.0,292.0,200.0,328.0,209.0584531399497,182.9268292682927,300.0,32.10409979272655,32.333333333333336,0.0,124.0,34.07589568399731,55.351904514057445,45.89275463007458,6.0,25.0,10.0,41.66666666666667,39.13611396992127,27.994046986219523,0.7152996081249873
19,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
20,29.0,255.13793103448276,221.0,451.0,243.1748668202017,133.03769401330376,271.49321266968326,36.671027385572586,46.892857142857146,0.0,229.0,58.3828033254479,86.22623896305744,73.68820162143366,6.0,21.428571428571427,9.0,32.142857142857146,60.96927023727039,55.384802997403746,0.908405214329548
21,26.0,291.2692307692308,202.0,668.0,234.53841512657476,89.82035928143712,297.029702970297,67.34053331438076,130.28,1.0,455.0,133.51391169232,205.25915326727818,161.88486649467887,11.0,44.0,12.0,48.0,145.06689767138468,118.21057143927524,0.8148693694894737
22,27.0,278.6666666666667,245.0,429.0,217.86721841549036,139.86013986013987,244.89795918367346,21.00481706797055,15.846153846153847,0.0,161.0,35.816841762586414,40.968092650068726,38.52759250998412,3.0,11.538461538461538,3.0,11.538461538461538,28.96835653732142,41.43330707186239,1.4302953989979283
23,48.0,233.02083333333334,207.0,252.0,257.98337106515487,238.0952380952381,289.8550724637681,11.588696259509744,4.574468085106383,0.0,15.0,10.194887294637182,5.898070366022534,3.763351194203887,0.0,0.0,0.0,0.0,4.168366938436929,13.681562471162836,3.282235626859953
24,29.0,261.7586206896552,213.0,717.0,239.92217024470776,83.68200836820084,281.6901408450704,34.42066245231079,36.964285714285715,0.0,481.0,89.04278874002648,123.68869332781739,120.20213905253196,2.0,7.142857142857142,2.0,7.142857142857142,87.44273271748796,90.02648065645882,1.029547886470091
25,21.0,330.2857142857143,233.0,428.0,183.3120652654363,140.18691588785046,257.51072961373393,19.271079221660216,21.4,0.0,195.0,30.862830163714502,53.542506478498,50.354950626840846,3.0,15.0,3.0,15.0,37.86026941267058,21.715777674308608,0.5735769452036983
26,25.0,366.04,357.0,373.0,163.94602165883848,160.85790884718497,168.0672268907563,2.2487110471245777,6.041666666666667,1.0,13.0,5.0039984012787215,7.190850668268208,3.9834349025920335,0.0,0.0,0.0,0.0,5.083930975796846,4.716898551425974,0.9278053879727697
27,25.0,297.76,275.0,319.0,201.7765168931114,188.08777429467085,218.1818181818182,7.6026148015470945,13.291666666666666,4.0,23.0,11.106604641683555,14.76058941912551,6.557300390084102,0.0,0.0,6.0,25.0,10.415291575904684,11.188372870976366,1.0742256027531838
28,14.0,366.7142857142857,204.0,723.0,199.0996254507257,82.98755186721992,294.11764705882354,82.17197654042361,152.23076923076923,9.0,389.0,177.52851496695854,199.78700196420726,134.6688245574762,8.0,61.53846153846154,8.0,61.53846153846154,140.97135551920852,203.41117596846968,1.4429255873953288
29,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
30,20.0,343.15,113.0,690.0,201.62456103016362,86.95652173913044,530.9734513274336,92.82012848052547,157.21052631578948,0.0,386.0,126.17835121679738,188.00293950669467,105.926902965818,17.0,89.47368421052632,18.0,94.73684210526315,132.93627282114895,114.11287360520579,0.8584028360621487
31,16.0,450.4375,237.0,749.0,152.21280455324535,80.10680907877169,253.16455696202533,57.830172667689524,218.4,38.0,487.0,166.68172015351092,253.00118576797223,132.1972552124827,14.0,93.33333333333333,15.0,100.0,178.7553013976866,150.3347376135447,0.84100855436498
32,31.0,231.6451612903226,222.0,241.0,259.1412927922274,248.96265560165975,270.27027027027026,5.773162498919428,2.2666666666666666,0.0,7.0,5.161061822898942,2.875181153713043,1.7991057804352142,0.0,0.0,0.0,0.0,2.0281354326901675,6.966427428109123,3.434892619014444
33,33.0,446.8181818181818,88.0,876.0,193.0707490677159,68.4931506849315,681.8181818181819,153.37203183928662,273.5,4.0,779.0,219.71308770551406,330.59614713423383,188.69073519488734,30.0,93.75,31.0,96.875,233.70356741366828,199.6569714535408,0.8543171748000614
34,16.0,459.6875,92.0,900.0,194.0195049682685,66.66666666666667,652.1739130434783,162.58564975234765,296.26666666666665,1.0,659.0,239.8679410981523,349.61178469839945,192.13405538346197,14.0,93.33333333333333,14.0,93.33333333333333,247.12221897496613,230.83796144578224,0.93410443789017
35,22.0,334.59090909090907,233.0,430.0,182.6895367361171,139.53488372093022,257.51072961373393,26.648055986261056,42.142857142857146,0.0,176.0,45.71824590530578,66.10705603143175,52.19031108767768,8.0,38.095238095238095,8.0,38.095238095238095,46.635169156630845,39.38725693762254,0.8445826969198897
36,32.0,238.59375,210.0,426.0,260.23678119157046,140.8450704225352,285.7142857142857,39.0403282435088,37.516129032258064,0.0,216.0,55.93709564640301,78.20712779989863,69.75570273831472,7.0,22.58064516129032,7.0,22.58064516129032,55.30040936335302,56.420396899209315,1.0202527892424338
37,23.0,327.3478260869565,260.0,702.0,192.8561983277712,85.47008547008546,230.76923076923077,34.21834028041236,73.31818181818181,0.0,427.0,99.35043976461768,147.30163857633332,130.76492407356557,5.0,22.727272727272727,7.0,31.818181818181817,104.15258692724036,93.77461660283271,0.9003580167273467
38,39.0,383.3076923076923,188.0,923.0,198.88938346404152,65.00541711809318,319.1489361702128,80.73603000824177,139.3421052631579,0.0,591.0,217.40226525791135,232.0874948444183,188.0941794458139,15.0,39.473684210526315,18.0,47.368421052631575,164.1102605920146,257.84273979036885,1.571155507646029
39,30.0,246.76666666666668,238.0,262.0,243.26740262786086,229.00763358778627,252.10084033613447,5.51856467378099,4.0,0.0,11.0,5.6792625391423615,5.092252397786133,3.2071349029490923,0.0,0.0,0.0,0.0,3.6004359625044184,7.007215577858151,1.946213083868882
40,45.0,341.0444444444444,272.0,467.0,181.93335019437504,128.4796573875803,220.58823529411765,31.758570211881807,55.47727272727273,0.0,172.0,66.22892651304797,84.56076352110787,64.55626305298155,17.0,38.63636363636363,19.0,43.18181818181818,59.79346987135132,71.63553262958241,1.1980494322157569
41,34.0,224.55882352941177,219.0,231.0,267.24302824855687,259.7402597402597,273.972602739726,3.8019849054649826,2.787878787878788,0.0,9.0,3.1927111730598345,3.5844783230596957,2.2879791268384606,0.0,0.0,0.0,0.0,2.534608929251695,3.46886982333435,1.3686015950233716
42,51.0,302.47058823529414,253.0,348.0,199.85430370391805,172.41379310344828,237.15415019762847,17.74608879945069,37.3,0.0,83.0,25.97949417612011,47.42594226791915,29.58781464573218,17.0,34.0,31.0,62.0,33.53470143001127,14.950752489423397,0.4458293007506396
43,26.0,290.46153846153845,227.0,572.0,216.01627594402402,104.8951048951049,264.3171806167401,35.41335356619215,59.4,0.0,312.0,82.45155220818138,120.32771916728082,106.80199748444159,5.0,20.0,8.0,32.0,85.06084410585166,78.68460586417142,0.925039090445123
44,53.0,295.79245283018867,273.0,846.0,207.85086225832111,70.92198581560284,219.78021978021977,19.781946994946807,28.03846153846154,0.0,559.0,77.31761628567384,109.80349581096084,107.1990930489988,2.0,3.8461538461538463,2.0,3.8461538461538463,77.64249164520506,76.96653099556407,0.9912939340904997
45,30.0,233.1,222.0,248.0,257.6025435727374,241.93548387096774,270.27027027027026,7.298780385538153,5.9655172413793105,1.0,15.0,6.686837302002216,7.136598243053802,3.9864301844838006,0.0,0.0,0.0,0.0,5.043449737595095,7.9142250652150095,1.5692086720366143
46,21.0,376.6190476190476,192.0,788.0,196.42589024940077,76.14213197969544,312.5,86.73305222760715,181.95,7.0,591.0,179.5579227409574,242.5121646433432,164.49715243096074,13.0,65.0,15.0,75.0,171.3404906903211,183.2745038187254,1.0696508634959714
47,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
48,8.0,833.0,196.0,1771.0,115.76864922219437,33.87916431394692,306.1224489795918,98.32010688965562,579.5714285714286,32.0,1024.0,512.8622761382575,677.1734321005639,378.29127099932623,6.0,85.71428571428571,7.0,100.0,476.17339493173733,494.3599035982936,1.0381930382086202
49,46.0,351.9347826086956,221.0,593.0,184.27893104717035,101.1804384485666,271.49321266968326,52.87283641457654,130.48888888888888,0.0,354.0,97.19702834367202,161.25287249810123,95.80771989729843,30.0,66.66666666666666,36.0,80.0,113.99096347117353,74.30405335968564,0.6518416118000084
50,30.0,237.73333333333332,200.0,486.0,257.5943831045863,123.45679012345678,300.0,27.410191082741747,24.413793103448278,0.0,250.0,47.743519750442786,67.20119046564577,63.71785869943668,3.0,10.344827586206897,5.0,17.24137931034483,47.5181922731541,47.916594202843754,1.0083841979383281
51,24.0,322.0,228.0,415.0,187.80561394701226,144.57831325301206,263.1578947368421,18.348522305998543,19.26086956521739,0.0,187.0,27.91758056042511,48.25340717864207,45.23696938577436,3.0,13.043478260869565,3.0,13.043478260869565,34.11996516241348,19.75372951793344,0.5789492874305197
52,22.0,319.8636363636364,285.0,839.0,197.428103142654,71.51370679380214,210.52631578947367,28.59548079425908,30.571428571428573,0.0,549.0,116.1974081567126,119.95276848271017,118.85603536571942,1.0,4.761904761904762,1.0,4.761904761904762,82.77295942390475,81.61017065690113,0.9859520696723113
53,29.0,254.10344827586206,202.0,524.0,242.1073322279209,114.50381679389314,297.029702970297,30.44578758382355,34.392857142857146,0.0,274.0,54.53854785351773,75.05260060213008,67.93261328029378,3.0,10.714285714285714,9.0,32.142857142857146,53.06702418755407,55.65438056910356,1.048756387251055
54,22.0,368.72727272727275,357.0,379.0,162.7653282851327,158.31134564643799,168.0672268907563,2.725004001891391,4.571428571428571,0.0,10.0,6.1580904444541815,5.6484300389366515,3.3995798059676225,0.0,0.0,0.0,0.0,3.9849490077169505,7.606090172338906,1.9087045173249464
55,18.0,413.6111111111111,207.0,528.0,152.6223879708378,113.63636363636364,289.8550724637681,44.522601275928515,27.294117647058822,1.0,177.0,75.98462606799359,55.6723608687999,50.01595333726324,3.0,17.647058823529413,4.0,23.52941176470588,38.26799506593965,86.07763856886231,2.2493375579395205
56,11.0,579.7272727272727,180.0,948.0,130.16012592457048,63.29113924050633,333.3333333333333,77.9070505468786,265.8,3.0,768.0,251.53492437794435,354.8013528722798,247.73274129818026,8.0,80.0,8.0,80.0,245.5147653400911,191.5393432170007,0.780154069152123
57,31.0,246.90322580645162,202.0,598.0,265.58161189259255,100.33444816053512,297.029702970297,56.14806333949455,73.76666666666667,0.0,396.0,104.72674120099721,156.381478016633,140.2472406350554,7.0,23.333333333333332,7.0,23.333333333333332,110.4960758478679,94.47351480706114,0.8549942980521156
58,17.0,426.0,311.0,527.0,146.1359502264192,113.85199240986718,192.92604501607718,30.872870043934217,69.625,0.0,214.0,77.83154887319152,105.14810982609245,81.37802733744124,7.0,43.75,7.0,43.75,74.35094148697782,70.15295788489604,0.9435382589900757
59,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
60,24.0,318.5,212.0,736.0,211.5353110000432,81.52173913043478,283.0188679245283,58.66692044221113,130.34782608695653,8.0,501.0,140.82304653281227,191.8579637671305,143.94367859928985,12.0,52.17391304347826,21.0,91.30434782608695,135.65535810086706,144.505852472714,1.0652424975743762
61,24.0,313.0,226.0,402.0,194.48210670311403,149.2537313432836,265.4867256637168,24.730678767354526,45.26086956521739,1.0,176.0,37.6228422752663,65.42204122664523,48.30040221110939,7.0,30.434782608695656,18.0,78.26086956521739,46.26027704752942,26.28148485388076,0.5681220807838709
62,9.0,725.2222222222222,19.0,1584.0,459.6010804820714,37.878787878787875,3157.8947368421054,1015.6848602444007,662.5,132.0,1243.0,564.2168859972594,745.7871680312018,366.12605167385414,8.0,100.0,8.0,100.0,527.3244968707598,556.4468752720245,1.0552266746075372
63,29.0,267.0,228.0,414.0,234.96791724806556,144.92753623188406,263.1578947368421,43.11064153090948,51.25,0.0,180.0,66.05354970454978,87.66392807600106,72.4275500068862,9.0,32.142857142857146,11.0,39.285714285714285,61.98713555641844,69.27103581628634,1.1175066438299663
64,52.0,312.96153846153845,243.0,399.0,192.57527717615855,150.37593984962405,246.91358024691357,13.103919968790036,14.431372549019608,1.0,156.0,21.23626341570562,29.449191872796515,25.92624531393683,3.0,5.88235294117647,6.0,11.76470588235294,20.82254161092715,21.55934737970232,1.035385006429211
65,32.0,247.125,161.0,594.0,261.44373881109584,101.01010101010101,372.67080745341616,56.12022301300897,69.2258064516129,1.0,400.0,89.066394227257,130.72823324646416,112.72790535249597,11.0,35.483870967741936,11.0,35.483870967741936,92.43431731608074,84.98134091581608,0.9193700281814267
66,25.0,275.68,94.0,500.0,260.9451633389815,120.0,638.2978723404256,131.1097267746503,123.04166666666667,1.0,390.0,111.52492994842005,150.07872933897062,87.78059564057703,21.0,87.5,21.0,87.5,106.02590337978734,110.62304219862051,1.0433586385240794
67,29.0,268.2068965517241,252.0,282.0,223.939413291634,212.7659574468085,238.0952380952381,7.338401263050694,2.1785714285714284,0.0,6.0,8.76836566602933,2.7838821814150108,1.7649587431663567,0.0,0.0,0.0,0.0,1.846639252970716,11.697805262491915,6.334645623758664
68,28.0,276.4642857142857,69.0,534.0,239.75229463161102,112.35955056179775,869.5652173913044,126.79760891452005,51.370370370370374,2.0,465.0,68.2107204254022,113.15034246523517,102.73758511864779,5.0,18.51851851851852,10.0,37.03703703703704,79.99544740132573,52.0384605051121,0.6505177756434385
69,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
70,29.0,262.13793103448273,219.0,812.0,242.39012198940944,73.89162561576354,273.972602739726,35.936232860437975,53.892857142857146,2.0,592.0,106.86998915168274,158.60519267305577,151.90551139288658,2.0,7.142857142857142,7.0,25.0,112.15016752787581,101.28285244294608,0.9031003223224917
71,15.0,328.73333333333335,54.0,530.0,243.91384892831192,113.20754716981132,1111.111111111111,243.78216316245988,146.07142857142858,9.0,336.0,111.72316978436777,176.44242282237164,102.70605126784385,12.0,85.71428571428571,12.0,85.71428571428571,124.73041337383661,96.14616052486686,0.7708317316058413
72,13.0,574.9230769230769,186.0,984.0,133.400380019846,60.97560975609756,322.5806451612903,77.40684864477943,378.5833333333333,20.0,780.0,262.418070242397,429.02165834994076,210.80169842913045,11.0,91.66666666666666,11.0,91.66666666666666,303.2157452944098,209.60785973123978,0.6912828999949172
73,18.0,384.0,199.0,824.0,187.86304539821,72.81553398058253,301.5075376884422,73.97030648905513,149.76470588235293,0.0,588.0,183.6159675230119,218.3604683033242,163.79885889856067,10.0,58.82352941176471,10.0,58.82352941176471,153.42215094758672,178.33399519113132,1.1623744947498174
74,25.0,292.92,210.0,560.0,224.37987237295403,107.14285714285714,285.7142857142857,61.06537397119599,101.66666666666667,1.0,348.0,100.68056747290743,142.51520386728333,102.02031624895226,14.0,58.333333333333336,14.0,58.333333333333336,100.66589058751616,94.3872600572297,0.9376290172009356
75,22.0,329.54545454545456,254.0,407.0,185.45529800830556,147.42014742014743,236.2204724409449,26.022600509308,64.04761904761905,3.0,153.0,45.354400503387154,76.39215866017862,42.66553197895954,13.0,61.904761904761905,19.0,90.47619047619048,54.01563979444868,32.81933642743885,0.6075895157833856
76,27.0,297.6296296296296,75.0,742.0,312.73921702630327,80.86253369272237,800.0,244.10439353056375,197.76923076923077,2.0,666.0,171.07559016369797,246.25393397872855,149.63109508181986,24.0,92.3076923076923,24.0,92.3076923076923,174.0692917869067,161.77200151253857,0.9293540512049517
77,20.0,360.1,218.0,562.0,187.51545604757288,106.76156583629893,275.22935779816515,62.86619709917028,167.42105263157896,11.0,341.0,129.66430341056622,205.6316328317524,122.6640922689429,16.0,84.21052631578947,18.0,94.73684210526315,144.9940680800196,99.4194226831367,0.6856792419140135
78,47.0,247.95744680851064,237.0,256.0,242.06161895295386,234.375,253.16455696202533,4.599039017564885,2.369565217391304,0.0,7.0,4.662325631701651,2.981829027262644,1.8301025551369627,0.0,0.0,0.0,0.0,2.107967153408414,6.231001369911073,2.9559290617199814
79,41.0,241.53658536585365,229.0,265.0,248.57145434355397,226.41509433962264,262.0087336244541,6.368854197523875,4.2,0.0,18.0,6.301180686885632,5.648008498577176,3.824348444590402,0.0,0.0,0.0,0.0,3.993588611762609,7.94347216272582,1.9890561935521676
80,22.0,318.77272727272725,203.0,570.0,197.62936576716993,105.26315789473684,295.5665024630542,39.39602322238295,81.28571428571429,1.0,275.0,85.20727211206342,128.50328882209683,101.9853630954672,8.0,38.095238095238095,12.0,57.14285714285714,90.86414318644512,78.6412244110603,0.8654813841109527
81,25.0,280.92,272.0,292.0,213.6583919880884,205.4794520547945,220.58823529411765,4.070611921442842,6.666666666666667,3.0,12.0,5.353503525729669,7.0710678118654755,2.407717061715384,0.0,0.0,0.0,0.0,4.998610918156274,5.275401511838799,1.0553735024018671
82,50.0,230.3,217.0,662.0,267.307757842562,90.6344410876133,276.49769585253455,25.60372686323679,20.081632653061224,0.0,442.0,62.327394311270965,89.23072592431147,87.84262365510405,2.0,4.081632653061225,2.0,4.081632653061225,63.09564479029864,61.53118421232111,0.9752049355676277
83,22.0,328.27272727272725,199.0,507.0,206.91559240445503,118.34319526627219,301.5075376884422,71.42908484271376,128.04761904761904,0.0,303.0,117.87692605836689,162.5242838998002,102.56143339017655,15.0,71.42857142857143,16.0,76.19047619047619,114.61577339181584,114.3548996934553,0.9977239284730144
84,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
85,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
86,32.0,231.8125,218.0,375.0,261.78792391882746,160.0,275.22935779816515,23.311443530578856,11.161290322580646,0.0,146.0,30.569262972955,32.293013326065115,30.803784155190574,3.0,9.67741935483871,3.0,9.67741935483871,22.834563137341977,36.700803961853616,1.6072479136610152
87,24.0,294.9583333333333,195.0,628.0,221.47648919533037,95.54140127388536,307.6923076923077,58.936898028089765,121.69565217391305,26.0,426.0,101.28370793347578,158.62986724639435,104.03951818358982,16.0,69.56521739130434,23.0,100.0,112.16248677901933,88.19288450394767,0.786295730743772
88,20.0,353.3,247.0,752.0,190.5837021593247,79.7872340425532,242.914979757085,53.55695269639045,146.68421052631578,3.0,475.0,147.51845558045306,215.60258274012054,162.3432757501417,8.0,42.10526315789473,13.0,68.42105263157895,152.4527355120168,139.49140900283274,0.9149813450991674
89,13.0,529.9230769230769,172.0,1036.0,142.79206792462935,57.915057915057915,348.83720930232556,76.9137776687236,303.0833333333333,0.0,695.0,259.11145013245476,370.3848224032225,222.3643440733058,10.0,83.33333333333334,10.0,83.33333333333334,261.68913783554547,250.13037572656205,0.955830180019748
90,30.0,264.06666666666666,248.0,276.0,227.30690380455763,217.3913043478261,241.93548387096774,4.667133423493657,4.586206896551724,0.0,16.0,5.362277779871698,5.916079783099616,3.8033560497775265,0.0,0.0,0.0,0.0,4.183229072101951,6.205076361464476,1.4833221548507278
91,16.0,445.375,207.0,939.0,161.35063841323927,63.89776357827476,289.8550724637681,68.0472761287679,236.93333333333334,1.0,475.0,205.04304426144282,279.488580565766,153.4477419964514,12.0,80.0,14.0,93.33333333333333,195.7013824966781,166.96743528138785,0.8531745312745658
92,58.0,279.3965517241379,235.0,603.0,224.65546742842963,99.50248756218906,255.31914893617022,37.3025237742246,40.96491228070175,0.0,346.0,77.47935540656347,90.30406724729241,81.19332416968966,14.0,24.561403508771928,14.0,24.561403508771928,63.84920870891584,88.81841235026825,1.3910652010612268
93,15.0,387.46666666666664,203.0,612.0,177.3606379453973,98.03921568627452,295.5665024630542,64.57974162518832,137.71428571428572,5.0,341.0,148.8531715035547,181.65508918984744,122.93427172613487,9.0,64.28571428571429,12.0,85.71428571428571,127.4541133914797,154.35851457048997,1.2110908817542239
94,21.0,330.0952380952381,269.0,489.0,183.79697799097704,122.69938650306749,223.04832713754647,17.84595922965708,25.4,1.0,187.0,40.45108745374438,46.515588784836424,39.98078485841338,1.0,5.0,8.0,40.0,32.425761363459145,29.91730268590402,0.9226399451523156
95,8.0,759.375,383.0,1173.0,89.92594652897401,51.150895140664964,156.6579634464752,34.97680389411616,181.85714285714286,31.0,537.0,288.15865545613184,245.4852337718096,178.10898215365089,6.0,85.71428571428571,7.0,100.0,167.6085697482716,336.7480436438483,2.00913380592415
96,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
97,53.0,217.96226415094338,213.0,222.0,275.29343157620036,270.27027027027026,281.6901408450704,2.148890051074395,0.8269230769230769,0.0,3.0,1.6979882231056593,1.118033988749895,0.7598027052002136,0.0,0.0,0.0,0.0,0.7876402852412459,2.1594621152543847,2.7416857107467076
98,31.0,244.83870967741936,203.0,601.0,261.5206024410102,99.83361064891847,295.5665024630542,44.03557888122526,29.233333333333334,0.0,383.0,95.33453266408542,99.01228879958958,96.21552076864526,2.0,6.666666666666667,2.0,6.666666666666667,70.01082852752928,115.00166423916559,1.6426268144212184
99,26.0,270.96153846153845,237.0,295.0,222.20957300540516,203.38983050847457,253.16455696202533,13.603723472087054,8.6,0.0,27.0,16.10336801847556,10.897706180660222,6.831300510639732,0.0,0.0,2.0,8.0,7.705790030879377,21.406541056415435,2.7779813582556887
100,26.0,577.7692307692307,106.0,2338.0,156.16872556389808,25.66295979469632,566.0377358490566,116.17955335195751,422.36,14.0,1990.0,431.8005379980259,599.5874915306356,434.3543944752948,22.0,88.0,24.0,96.0,423.86522008770663,431.03645878278087,1.0169186768699503
101,52.0,319.71153846153845,273.0,452.0,189.5469913347357,132.7433628318584,219.78021978021977,18.06818576236503,12.117647058823529,0.0,158.0,34.397524157633235,30.864663467797477,28.668900961720546,2.0,3.9215686274509802,2.0,3.9215686274509802,21.81684269421621,43.262607530103054,1.9829912208869829
102,4.0,1140.25,382.0,2001.0,83.65280335084657,29.985007496251875,157.06806282722513,61.16042116612746,714.0,159.0,1619.0,800.352995038231,962.4513840535877,790.4270997378569,3.0,100.0,3.0,100.0,629.6206088678412,784.4973620804029,1.2459842499295806
103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
104,16.0,444.0625,200.0,987.0,161.7043652373551,60.790273556231,300.0,65.99431298328727,232.06666666666666,78.0,589.0,213.39336720401283,279.0697642764858,160.4402277069771,15.0,100.0,15.0,100.0,197.21370247638583,222.10578060414764,1.1262188063770182
105,9.0,761.2222222222222,200.0,1308.0,122.7398910378866,45.87155963302752,300.0,102.39320669620533,267.125,1.0,589.0,419.3270733502005,338.6829269390472,222.58317065120366,6.0,75.0,7.0,87.5,235.48724421399132,507.906295183964,2.156831453352186
